,Line Type,Plan Type,Data Type,Promo Type,Model,Promo Value,Brand,Week,Date,Retailer,Type
441,Smartphones with contract,NULL,O2,Free Merchandise,Apple iPhone 13 Pro Max,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
442,Smartphones with contract,NULL,O2,Bundle Deal,Apple iPhone 13 Pro Max,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
443,Smartphones with contract,NULL,O2,Free Subscription,Apple iPhone 13 Pro Max,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
444,Smartphones with contract,NULL,O2,Switcher,Apple iPhone 13 Pro Max,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
445,Smartphones with contract,NULL,Telekom,Free Merchandise,Apple iPhone 13 Pro Max,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
446,Smartphones with contract,NULL,Telekom,Bundle Deal,Apple iPhone 13 Pro Max,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
447,Smartphones with contract,NULL,Telekom,Free Subscription,Apple iPhone 13 Pro Max,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
448,Smartphones with contract,NULL,Telekom,Switcher,Apple iPhone 13 Pro Max,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
449,Trade in Exclusive,NULL,NULL,NULL,Apple iPhone 13 Pro Max,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
450,Smartphones without Contract,NULL,NULL,Bundle Deal,Apple iPhone 13 Pro,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
451,Smartphones without Contract,NULL,NULL,Free Subscription,Apple iPhone 13 Pro,117.83,Apple,W19,8th May,Mediamarkt,Mediamarkt
452,Smartphones without Contract,NULL,NULL,Gift Card,Apple iPhone 13 Pro,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
453,Smartphones without Contract,NULL,NULL,Trade In ,Apple iPhone 13 Pro,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
454,Smartphones with contract,NULL,Vodafone,Free Merchandise,Apple iPhone 13 Pro,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
455,Smartphones with contract,NULL,Vodafone,Bundle Deal,Apple iPhone 13 Pro,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
456,Smartphones with contract,NULL,Vodafone,Free Subscription,Apple iPhone 13 Pro,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
457,Smartphones with contract,NULL,Vodafone,Switcher,Apple iPhone 13 Pro,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
458,Smartphones with contract,NULL,O2,Free Merchandise,Apple iPhone 13 Pro,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
459,Smartphones with contract,NULL,O2,Bundle Deal,Apple iPhone 13 Pro,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
460,Smartphones with contract,NULL,O2,Free Subscription,Apple iPhone 13 Pro,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
461,Smartphones with contract,NULL,O2,Switcher,Apple iPhone 13 Pro,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
462,Smartphones with contract,NULL,Telekom,Free Merchandise,Apple iPhone 13 Pro,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
463,Smartphones with contract,NULL,Telekom,Bundle Deal,Apple iPhone 13 Pro,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
464,Smartphones with contract,NULL,Telekom,Free Subscription,Apple iPhone 13 Pro,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
465,Smartphones with contract,NULL,Telekom,Switcher,Apple iPhone 13 Pro,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
466,Trade in Exclusive,NULL,NULL,NULL,Apple iPhone 13 Pro,552,Apple,W19,8th May,Mediamarkt,Mediamarkt
467,Smartphones without Contract,NULL,NULL,Bundle Deal,Samsung Galaxy Z Fold3,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
468,Smartphones without Contract,NULL,NULL,Free Subscription,Samsung Galaxy Z Fold3,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
469,Smartphones without Contract,NULL,NULL,Gift Card,Samsung Galaxy Z Fold3,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
470,Smartphones without Contract,NULL,NULL,Trade In ,Samsung Galaxy Z Fold3,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
471,Smartphones with contract,NULL,Vodafone,Free Merchandise,Samsung Galaxy Z Fold3,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
472,Smartphones with contract,NULL,Vodafone,Bundle Deal,Samsung Galaxy Z Fold3,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
473,Smartphones with contract,NULL,Vodafone,Free Subscription,Samsung Galaxy Z Fold3,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
474,Smartphones with contract,NULL,Vodafone,Switcher,Samsung Galaxy Z Fold3,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
475,Smartphones with contract,NULL,O2,Free Merchandise,Samsung Galaxy Z Fold3,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
476,Smartphones with contract,NULL,O2,Bundle Deal,Samsung Galaxy Z Fold3,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
477,Smartphones with contract,NULL,O2,Free Subscription,Samsung Galaxy Z Fold3,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
478,Smartphones with contract,NULL,O2,Switcher,Samsung Galaxy Z Fold3,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
479,Smartphones with contract,NULL,Telekom,Free Merchandise,Samsung Galaxy Z Fold3,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
480,Smartphones with contract,NULL,Telekom,Bundle Deal,Samsung Galaxy Z Fold3,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
481,Smartphones with contract,NULL,Telekom,Free Subscription,Samsung Galaxy Z Fold3,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
482,Smartphones with contract,NULL,Telekom,Switcher,Samsung Galaxy Z Fold3,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
483,Trade in Exclusive,NULL,NULL,NULL,Samsung Galaxy Z Fold3,552,Samsung,W19,8th May,Mediamarkt,Mediamarkt
484,Smartphones without Contract,NULL,NULL,Bundle Deal,Samsung Galaxy Z Fold4,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
485,Smartphones without Contract,NULL,NULL,Free Subscription,Samsung Galaxy Z Fold4,89.9,Samsung,W19,8th May,Mediamarkt,Mediamarkt
486,Smartphones without Contract,NULL,NULL,Gift Card,Samsung Galaxy Z Fold4,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
487,Smartphones without Contract,NULL,NULL,Trade In ,Samsung Galaxy Z Fold4,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
488,Smartphones with contract,NULL,Vodafone,Free Merchandise,Samsung Galaxy Z Fold4,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
489,Smartphones with contract,NULL,Vodafone,Bundle Deal,Samsung Galaxy Z Fold4,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
490,Smartphones with contract,NULL,Vodafone,Free Subscription,Samsung Galaxy Z Fold4,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
491,Smartphones with contract,NULL,Vodafone,Switcher,Samsung Galaxy Z Fold4,50,Samsung,W19,8th May,Mediamarkt,Mediamarkt
492,Smartphones with contract,NULL,O2,Free Merchandise,Samsung Galaxy Z Fold4,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
493,Smartphones with contract,NULL,O2,Bundle Deal,Samsung Galaxy Z Fold4,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
494,Smartphones with contract,NULL,O2,Free Subscription,Samsung Galaxy Z Fold4,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
495,Smartphones with contract,NULL,O2,Switcher,Samsung Galaxy Z Fold4,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
496,Smartphones with contract,NULL,Telekom,Free Merchandise,Samsung Galaxy Z Fold4,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
497,Smartphones with contract,NULL,Telekom,Bundle Deal,Samsung Galaxy Z Fold4,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
498,Smartphones with contract,NULL,Telekom,Free Subscription,Samsung Galaxy Z Fold4,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
499,Smartphones with contract,NULL,Telekom,Switcher,Samsung Galaxy Z Fold4,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
500,Trade in Exclusive,NULL,NULL,NULL,Samsung Galaxy Z Fold4,552,Samsung,W19,8th May,Mediamarkt,Mediamarkt
501,Smartphones without Contract,NULL,NULL,Bundle Deal,Samsung Galaxy S22 Ultra,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
502,Smartphones without Contract,NULL,NULL,Free Subscription,Samsung Galaxy S22 Ultra,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
503,Smartphones without Contract,NULL,NULL,Gift Card,Samsung Galaxy S22 Ultra,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
504,Smartphones without Contract,NULL,NULL,Trade In ,Samsung Galaxy S22 Ultra,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
505,Smartphones with contract,NULL,Vodafone,Free Merchandise,Samsung Galaxy S22 Ultra,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
506,Smartphones with contract,NULL,Vodafone,Bundle Deal,Samsung Galaxy S22 Ultra,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
507,Smartphones with contract,NULL,Vodafone,Free Subscription,Samsung Galaxy S22 Ultra,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
508,Smartphones with contract,NULL,Vodafone,Switcher,Samsung Galaxy S22 Ultra,50,Samsung,W19,8th May,Mediamarkt,Mediamarkt
509,Smartphones with contract,NULL,O2,Free Merchandise,Samsung Galaxy S22 Ultra,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
510,Smartphones with contract,NULL,O2,Bundle Deal,Samsung Galaxy S22 Ultra,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
511,Smartphones with contract,NULL,O2,Free Subscription,Samsung Galaxy S22 Ultra,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
512,Smartphones with contract,NULL,O2,Switcher,Samsung Galaxy S22 Ultra,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
513,Smartphones with contract,NULL,Telekom,Free Merchandise,Samsung Galaxy S22 Ultra,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
514,Smartphones with contract,NULL,Telekom,Bundle Deal,Samsung Galaxy S22 Ultra,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
515,Smartphones with contract,NULL,Telekom,Free Subscription,Samsung Galaxy S22 Ultra,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
516,Smartphones with contract,NULL,Telekom,Switcher,Samsung Galaxy S22 Ultra,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
517,Trade in Exclusive,NULL,NULL,NULL,Samsung Galaxy S22 Ultra,552,Samsung,W19,8th May,Mediamarkt,Mediamarkt
518,Smartphones without Contract,NULL,NULL,Bundle Deal,Samsung Galaxy S23 Ultra,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
519,Smartphones without Contract,NULL,NULL,Free Subscription,Samsung Galaxy S23 Ultra,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
520,Smartphones without Contract,NULL,NULL,Gift Card,Samsung Galaxy S23 Ultra,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
521,Smartphones without Contract,NULL,NULL,Trade In ,Samsung Galaxy S23 Ultra,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
522,Smartphones with contract,NULL,Vodafone,Free Merchandise,Samsung Galaxy S23 Ultra,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
523,Smartphones with contract,NULL,Vodafone,Bundle Deal,Samsung Galaxy S23 Ultra,314,Samsung,W19,8th May,Mediamarkt,Mediamarkt
524,Smartphones with contract,NULL,Vodafone,Free Subscription,Samsung Galaxy S23 Ultra,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
525,Smartphones with contract,NULL,Vodafone,Switcher,Samsung Galaxy S23 Ultra,50,Samsung,W19,8th May,Mediamarkt,Mediamarkt
526,Smartphones with contract,NULL,O2,Free Merchandise,Samsung Galaxy S23 Ultra,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
527,Smartphones with contract,NULL,O2,Bundle Deal,Samsung Galaxy S23 Ultra,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
528,Smartphones with contract,NULL,O2,Free Subscription,Samsung Galaxy S23 Ultra,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
529,Smartphones with contract,NULL,O2,Switcher,Samsung Galaxy S23 Ultra,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
530,Smartphones with contract,NULL,Telekom,Free Merchandise,Samsung Galaxy S23 Ultra,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
531,Smartphones with contract,NULL,Telekom,Bundle Deal,Samsung Galaxy S23 Ultra,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
532,Smartphones with contract,NULL,Telekom,Free Subscription,Samsung Galaxy S23 Ultra,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
533,Smartphones with contract,NULL,Telekom,Switcher,Samsung Galaxy S23 Ultra,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
534,Trade in Exclusive,NULL,NULL,NULL,Samsung Galaxy S23 Ultra,552,Samsung,W19,8th May,Mediamarkt,Mediamarkt
535,Smartphones without Contract,NULL,NULL,Bundle Deal,Samsung Galaxy S22+,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
536,Smartphones without Contract,NULL,NULL,Free Subscription,Samsung Galaxy S22+,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
537,Smartphones without Contract,NULL,NULL,Gift Card,Samsung Galaxy S22+,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
538,Smartphones without Contract,NULL,NULL,Trade In ,Samsung Galaxy S22+,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
539,Smartphones with contract,NULL,Vodafone,Free Merchandise,Samsung Galaxy S22+,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
540,Smartphones with contract,NULL,Vodafone,Bundle Deal,Samsung Galaxy S22+,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
541,Smartphones with contract,NULL,Vodafone,Free Subscription,Samsung Galaxy S22+,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
542,Smartphones with contract,NULL,Vodafone,Switcher,Samsung Galaxy S22+,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
543,Smartphones with contract,NULL,O2,Free Merchandise,Samsung Galaxy S22+,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
544,Smartphones with contract,NULL,O2,Bundle Deal,Samsung Galaxy S22+,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
545,Smartphones with contract,NULL,O2,Free Subscription,Samsung Galaxy S22+,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
546,Smartphones with contract,NULL,O2,Switcher,Samsung Galaxy S22+,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
547,Smartphones with contract,NULL,Telekom,Free Merchandise,Samsung Galaxy S22+,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
548,Smartphones with contract,NULL,Telekom,Bundle Deal,Samsung Galaxy S22+,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
549,Smartphones with contract,NULL,Telekom,Free Subscription,Samsung Galaxy S22+,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
550,Smartphones with contract,NULL,Telekom,Switcher,Samsung Galaxy S22+,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
551,Trade in Exclusive,NULL,NULL,NULL,Samsung Galaxy S22+,552,Samsung,W19,8th May,Mediamarkt,Mediamarkt
552,Smartphones without Contract,NULL,NULL,Bundle Deal,Samsung Galaxy S23+,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
553,Smartphones without Contract,NULL,NULL,Free Subscription,Samsung Galaxy S23+,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
554,Smartphones without Contract,NULL,NULL,Gift Card,Samsung Galaxy S23+,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
555,Smartphones without Contract,NULL,NULL,Trade In ,Samsung Galaxy S23+,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
556,Smartphones with contract,NULL,Vodafone,Free Merchandise,Samsung Galaxy S23+,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
557,Smartphones with contract,NULL,Vodafone,Bundle Deal,Samsung Galaxy S23+,314,Samsung,W19,8th May,Mediamarkt,Mediamarkt
558,Smartphones with contract,NULL,Vodafone,Free Subscription,Samsung Galaxy S23+,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
559,Smartphones with contract,NULL,Vodafone,Switcher,Samsung Galaxy S23+,50,Samsung,W19,8th May,Mediamarkt,Mediamarkt
560,Smartphones with contract,NULL,O2,Free Merchandise,Samsung Galaxy S23+,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
561,Smartphones with contract,NULL,O2,Bundle Deal,Samsung Galaxy S23+,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
562,Smartphones with contract,NULL,O2,Free Subscription,Samsung Galaxy S23+,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
563,Smartphones with contract,NULL,O2,Switcher,Samsung Galaxy S23+,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
564,Smartphones with contract,NULL,Telekom,Free Merchandise,Samsung Galaxy S23+,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
565,Smartphones with contract,NULL,Telekom,Bundle Deal,Samsung Galaxy S23+,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
566,Smartphones with contract,NULL,Telekom,Free Subscription,Samsung Galaxy S23+,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
567,Smartphones with contract,NULL,Telekom,Switcher,Samsung Galaxy S23+,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
568,Trade in Exclusive,NULL,NULL,NULL,Samsung Galaxy S23+,552,Samsung,W19,8th May,Mediamarkt,Mediamarkt
569,Smartphones without Contract,NULL,NULL,Bundle Deal,Samsung Galaxy Z Flip3,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
570,Smartphones without Contract,NULL,NULL,Free Subscription,Samsung Galaxy Z Flip3,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
571,Smartphones without Contract,NULL,NULL,Gift Card,Samsung Galaxy Z Flip3,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
572,Smartphones without Contract,NULL,NULL,Trade In ,Samsung Galaxy Z Flip3,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
573,Smartphones with contract,NULL,Vodafone,Free Merchandise,Samsung Galaxy Z Flip3,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
574,Smartphones with contract,NULL,Vodafone,Bundle Deal,Samsung Galaxy Z Flip3,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
575,Smartphones with contract,NULL,Vodafone,Free Subscription,Samsung Galaxy Z Flip3,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
576,Smartphones with contract,NULL,Vodafone,Switcher,Samsung Galaxy Z Flip3,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
577,Smartphones with contract,NULL,O2,Free Merchandise,Samsung Galaxy Z Flip3,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
578,Smartphones with contract,NULL,O2,Bundle Deal,Samsung Galaxy Z Flip3,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
579,Smartphones with contract,NULL,O2,Free Subscription,Samsung Galaxy Z Flip3,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
580,Smartphones with contract,NULL,O2,Switcher,Samsung Galaxy Z Flip3,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
581,Smartphones with contract,NULL,Telekom,Free Merchandise,Samsung Galaxy Z Flip3,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
582,Smartphones with contract,NULL,Telekom,Bundle Deal,Samsung Galaxy Z Flip3,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
583,Smartphones with contract,NULL,Telekom,Free Subscription,Samsung Galaxy Z Flip3,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
584,Smartphones with contract,NULL,Telekom,Switcher,Samsung Galaxy Z Flip3,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
585,Trade in Exclusive,NULL,NULL,NULL,Samsung Galaxy Z Flip3,552,Samsung,W19,8th May,Mediamarkt,Mediamarkt
586,Smartphones without Contract,NULL,NULL,Bundle Deal,Samsung Galaxy Z Flip4,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
587,Smartphones without Contract,NULL,NULL,Free Subscription,Samsung Galaxy Z Flip4,89.9,Samsung,W19,8th May,Mediamarkt,Mediamarkt
588,Smartphones without Contract,NULL,NULL,Gift Card,Samsung Galaxy Z Flip4,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
589,Smartphones without Contract,NULL,NULL,Trade In ,Samsung Galaxy Z Flip4,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
590,Smartphones with contract,NULL,Vodafone,Free Merchandise,Samsung Galaxy Z Flip4,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
591,Smartphones with contract,NULL,Vodafone,Bundle Deal,Samsung Galaxy Z Flip4,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
592,Smartphones with contract,NULL,Vodafone,Free Subscription,Samsung Galaxy Z Flip4,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
593,Smartphones with contract,NULL,Vodafone,Switcher,Samsung Galaxy Z Flip4,50,Samsung,W19,8th May,Mediamarkt,Mediamarkt
594,Smartphones with contract,NULL,O2,Free Merchandise,Samsung Galaxy Z Flip4,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
595,Smartphones with contract,NULL,O2,Bundle Deal,Samsung Galaxy Z Flip4,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
596,Smartphones with contract,NULL,O2,Free Subscription,Samsung Galaxy Z Flip4,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
597,Smartphones with contract,NULL,O2,Switcher,Samsung Galaxy Z Flip4,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
598,Smartphones with contract,NULL,Telekom,Free Merchandise,Samsung Galaxy Z Flip4,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
599,Smartphones with contract,NULL,Telekom,Bundle Deal,Samsung Galaxy Z Flip4,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
600,Smartphones with contract,NULL,Telekom,Free Subscription,Samsung Galaxy Z Flip4,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
601,Smartphones with contract,NULL,Telekom,Switcher,Samsung Galaxy Z Flip4,0,Samsung,W19,8th May,Mediamarkt,Mediamarkt
602,Trade in Exclusive,NULL,NULL,NULL,Samsung Galaxy Z Flip4,552,Samsung,W19,8th May,Mediamarkt,Mediamarkt
603,Smartphones without Contract,NULL,NULL,Bundle Deal,Google Pixel 7,0,Google,W19,8th May,Mediamarkt,Mediamarkt
604,Smartphones without Contract,NULL,NULL,Free Subscription,Google Pixel 7,0,Google,W19,8th May,Mediamarkt,Mediamarkt
605,Smartphones without Contract,NULL,NULL,Gift Card,Google Pixel 7,0,Google,W19,8th May,Mediamarkt,Mediamarkt
606,Smartphones without Contract,NULL,NULL,Trade In ,Google Pixel 7,0,Google,W19,8th May,Mediamarkt,Mediamarkt
607,Smartphones with contract,NULL,Vodafone,Free Merchandise,Google Pixel 7,0,Google,W19,8th May,Mediamarkt,Mediamarkt
608,Smartphones with contract,NULL,Vodafone,Bundle Deal,Google Pixel 7,0,Google,W19,8th May,Mediamarkt,Mediamarkt
609,Smartphones with contract,NULL,Vodafone,Free Subscription,Google Pixel 7,0,Google,W19,8th May,Mediamarkt,Mediamarkt
610,Smartphones with contract,NULL,Vodafone,Switcher,Google Pixel 7,50,Google,W19,8th May,Mediamarkt,Mediamarkt
611,Smartphones with contract,NULL,O2,Free Merchandise,Google Pixel 7,0,Google,W19,8th May,Mediamarkt,Mediamarkt
612,Smartphones with contract,NULL,O2,Bundle Deal,Google Pixel 7,0,Google,W19,8th May,Mediamarkt,Mediamarkt
613,Smartphones with contract,NULL,O2,Free Subscription,Google Pixel 7,0,Google,W19,8th May,Mediamarkt,Mediamarkt
614,Smartphones with contract,NULL,O2,Switcher,Google Pixel 7,0,Google,W19,8th May,Mediamarkt,Mediamarkt
615,Smartphones with contract,NULL,Telekom,Free Merchandise,Google Pixel 7,0,Google,W19,8th May,Mediamarkt,Mediamarkt
616,Smartphones with contract,NULL,Telekom,Bundle Deal,Google Pixel 7,0,Google,W19,8th May,Mediamarkt,Mediamarkt
617,Smartphones with contract,NULL,Telekom,Free Subscription,Google Pixel 7,0,Google,W19,8th May,Mediamarkt,Mediamarkt
618,Smartphones with contract,NULL,Telekom,Switcher,Google Pixel 7,0,Google,W19,8th May,Mediamarkt,Mediamarkt
619,Trade in Exclusive,NULL,NULL,NULL,Google Pixel 7,552,Google,W19,8th May,Mediamarkt,Mediamarkt
620,Smartphones without Contract,NULL,NULL,Bundle Deal,Google Pixel 6,0,Google,W19,8th May,Mediamarkt,Mediamarkt
621,Smartphones without Contract,NULL,NULL,Free Subscription,Google Pixel 6,0,Google,W19,8th May,Mediamarkt,Mediamarkt
622,Smartphones without Contract,NULL,NULL,Gift Card,Google Pixel 6,0,Google,W19,8th May,Mediamarkt,Mediamarkt
623,Smartphones without Contract,NULL,NULL,Trade In ,Google Pixel 6,0,Google,W19,8th May,Mediamarkt,Mediamarkt
624,Smartphones with contract,NULL,Vodafone,Free Merchandise,Google Pixel 6,0,Google,W19,8th May,Mediamarkt,Mediamarkt
625,Smartphones with contract,NULL,Vodafone,Bundle Deal,Google Pixel 6,0,Google,W19,8th May,Mediamarkt,Mediamarkt
626,Smartphones with contract,NULL,Vodafone,Free Subscription,Google Pixel 6,0,Google,W19,8th May,Mediamarkt,Mediamarkt
627,Smartphones with contract,NULL,Vodafone,Switcher,Google Pixel 6,0,Google,W19,8th May,Mediamarkt,Mediamarkt
628,Smartphones with contract,NULL,O2,Free Merchandise,Google Pixel 6,0,Google,W19,8th May,Mediamarkt,Mediamarkt
629,Smartphones with contract,NULL,O2,Bundle Deal,Google Pixel 6,0,Google,W19,8th May,Mediamarkt,Mediamarkt
630,Smartphones with contract,NULL,O2,Free Subscription,Google Pixel 6,0,Google,W19,8th May,Mediamarkt,Mediamarkt
631,Smartphones with contract,NULL,O2,Switcher,Google Pixel 6,0,Google,W19,8th May,Mediamarkt,Mediamarkt
632,Smartphones with contract,NULL,Telekom,Free Merchandise,Google Pixel 6,0,Google,W19,8th May,Mediamarkt,Mediamarkt
633,Smartphones with contract,NULL,Telekom,Bundle Deal,Google Pixel 6,0,Google,W19,8th May,Mediamarkt,Mediamarkt
634,Smartphones with contract,NULL,Telekom,Free Subscription,Google Pixel 6,0,Google,W19,8th May,Mediamarkt,Mediamarkt
635,Smartphones with contract,NULL,Telekom,Switcher,Google Pixel 6,0,Google,W19,8th May,Mediamarkt,Mediamarkt
636,Trade in Exclusive,NULL,NULL,NULL,Google Pixel 6,552,Google,W19,8th May,Mediamarkt,Mediamarkt
637,Smartphones without Contract,NULL,NULL,Bundle Deal,Apple iPhone 14,0,Apple,W19,8th May,Mediamarkt,Mediamarkt
638,Smartphones without Contract,NULL,NULL,Free Subscription,Apple iPhone 14,117.83,Apple,W19,8th May,Mediamarkt,Mediamarkt
